text,label
"Recently I got chills, vomiting, fatigue, weight loss, cough, high fever, breathlessness, sweating, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, and blood in sputum.",Tuberculosis
"I am showing signs of continuous sneezing, chills, fatigue, cough, high fever, headache, swelled lymph nodes, malaise, phlegm, throat irritation, redness of eyes, sinus pressure, runny nose, congestion, chest pain, loss of smell, and muscle pain.",Common Cold
"I feel like I have chills, fatigue, cough, high fever, breathlessness, sweating, malaise, phlegm, chest pain, fast heart rate, and rusty sputum.",Pneumonia
"I am suffering from constipation, pain during bowel movements, pain in anal region, bloody stool, and irritation in anus.",Dimorphic hemmorhoids(piles)
"I have been experiencing vomiting, breathlessness, sweating, and chest pain.",Heart attack
"My symptoms include fatigue, cramps, bruising, obesity, swollen legs, swollen blood vessels, and prominent veins on calf.",Varicose veins
"Recently I got fatigue, weight gain, cold hands and feets, mood swings, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, and abnormal menstruation.",Hypothyroidism
"I am showing signs of fatigue, mood swings, weight loss, restlessness, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, and abnormal menstruation.",Hyperthyroidism
"I feel like I have vomiting, fatigue, anxiety, sweating, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, and palpitations.",Hypoglycemia
"I am suffering from joint pain, neck pain, knee pain, hip joint pain, swelling joints, and painful walking.",Osteoarthristis
"I have been experiencing muscle weakness, stiff neck, swelling joints, movement stiffness, and painful walking.",Arthritis
"My symptoms include vomiting, headache, nausea, spinning movements, loss of balance, and unsteadiness.",(vertigo) Paroymsal  Positional Vertigo
"Recently I got skin rash, pus filled pimples, blackheads, and scurring.",Acne
"I am showing signs of burning micturition, bladder discomfort, foul smell of urine, and continuous feel of urine.",Urinary tract infection
"I feel like I have skin rash, joint pain, skin peeling, silver like dusting, small dents in nails, and inflammatory nails.",Psoriasis
"I am suffering from skin rash, high fever, blister, red sore around nose, and yellow crust ooze.",Impetigo
"I have been experiencing itching, skin rash, nodal skin eruptions, and dischromic patches.",Fungal infection
"My symptoms include continuous sneezing, shivering, chills, and watering from eyes.",Allergy
"Recently I got stomach pain, acidity, ulcers on tongue, vomiting, cough, and chest pain.",GERD
"I am showing signs of itching, vomiting, yellowish skin, nausea, loss of appetite, abdominal pain, and yellowing of eyes.",Chronic cholestasis
"I feel like I have itching, skin rash, stomach pain, burning micturition, and spotting urination.",Drug Reaction
"I am suffering from vomiting, indigestion, loss of appetite, abdominal pain, passage of gases, and internal itching.",Peptic ulcer diseae
"I have been experiencing muscle wasting, patches in throat, high fever, and extra marital contacts.",AIDS
"My symptoms include fatigue, weight loss, restlessness, lethargy, irregular sugar level, blurred and distorted vision, obesity, excessive hunger, increased appetite, and polyuria.",Diabetes
"Recently I got vomiting, sunken eyes, dehydration, and diarrhoea.",Gastroenteritis
"I am showing signs of fatigue, cough, high fever, breathlessness, family history, and mucoid sputum.",Bronchial Asthma
"I feel like I have headache, chest pain, dizziness, loss of balance, and lack of concentration.",Hypertension
"I am suffering from acidity, indigestion, headache, blurred and distorted vision, excessive hunger, stiff neck, depression, irritability, and visual disturbances.",Migraine
"I have been experiencing back pain, weakness in limbs, neck pain, dizziness, and loss of balance.",Cervical spondylosis
"My symptoms include vomiting, headache, weakness of one body side, and altered sensorium.",Paralysis (brain hemorrhage)
"Recently I got itching, vomiting, fatigue, weight loss, high fever, yellowish skin, dark urine, and abdominal pain.",Jaundice
"I am showing signs of chills, vomiting, high fever, sweating, headache, nausea, diarrhoea, and muscle pain.",Malaria
"I feel like I have itching, skin rash, fatigue, lethargy, high fever, headache, loss of appetite, mild fever, swelled lymph nodes, malaise, and red spots over body.",Chicken pox
"I am suffering from skin rash, chills, joint pain, vomiting, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, malaise, muscle pain, and red spots over body.",Dengue
"I have been experiencing chills, vomiting, fatigue, high fever, headache, nausea, constipation, abdominal pain, diarrhoea, toxic look (typhos), and belly pain.",Typhoid
"My symptoms include joint pain, vomiting, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, and muscle pain.",hepatitis A
"Recently I got itching, fatigue, lethargy, yellowish skin, dark urine, loss of appetite, abdominal pain, yellow urine, yellowing of eyes, malaise, receiving blood transfusion, and receiving unsterile injections.",Hepatitis B
"I am showing signs of fatigue, yellowish skin, nausea, loss of appetite, yellowing of eyes, and family history.",Hepatitis C
"I feel like I have joint pain, vomiting, fatigue, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, and yellowing of eyes.",Hepatitis D
"I am suffering from joint pain, vomiting, fatigue, high fever, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, and stomach bleeding.",Hepatitis E
"I have been experiencing vomiting, yellowish skin, abdominal pain, swelling of stomach, distention of abdomen, history of alcohol consumption, and fluid overload.1.",Alcoholic hepatitis
"My symptoms include chills, vomiting, fatigue, weight loss, cough, high fever, breathlessness, sweating, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, and blood in sputum.",Tuberculosis
"Recently I got continuous sneezing, chills, fatigue, cough, high fever, headache, swelled lymph nodes, malaise, phlegm, throat irritation, redness of eyes, sinus pressure, runny nose, congestion, chest pain, loss of smell, and muscle pain.",Common Cold
"I am showing signs of chills, fatigue, cough, high fever, breathlessness, sweating, malaise, phlegm, chest pain, fast heart rate, and rusty sputum.",Pneumonia
"I feel like I have constipation, pain during bowel movements, pain in anal region, bloody stool, and irritation in anus.",Dimorphic hemmorhoids(piles)
"I am suffering from vomiting, breathlessness, sweating, and chest pain.",Heart attack
"I have been experiencing fatigue, cramps, bruising, obesity, swollen legs, swollen blood vessels, and prominent veins on calf.",Varicose veins
"My symptoms include fatigue, weight gain, cold hands and feets, mood swings, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, and abnormal menstruation.",Hypothyroidism
"Recently I got fatigue, mood swings, weight loss, restlessness, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, and abnormal menstruation.",Hyperthyroidism
"I am showing signs of vomiting, fatigue, anxiety, sweating, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, and palpitations.",Hypoglycemia
"I feel like I have joint pain, neck pain, knee pain, hip joint pain, swelling joints, and painful walking.",Osteoarthristis
"I am suffering from muscle weakness, stiff neck, swelling joints, movement stiffness, and painful walking.",Arthritis
"I have been experiencing vomiting, headache, nausea, spinning movements, loss of balance, and unsteadiness.",(vertigo) Paroymsal  Positional Vertigo
"My symptoms include skin rash, pus filled pimples, blackheads, and scurring.",Acne
"Recently I got burning micturition, bladder discomfort, foul smell of urine, and continuous feel of urine.",Urinary tract infection
"I am showing signs of skin rash, joint pain, skin peeling, silver like dusting, small dents in nails, and inflammatory nails.",Psoriasis
"I feel like I have skin rash, high fever, blister, red sore around nose, and yellow crust ooze.",Impetigo
"I am suffering from itching, skin rash, nodal skin eruptions, and dischromic patches.",Fungal infection
"I have been experiencing continuous sneezing, shivering, chills, and watering from eyes.",Allergy
"My symptoms include stomach pain, acidity, ulcers on tongue, vomiting, cough, and chest pain.",GERD
"Recently I got itching, vomiting, yellowish skin, nausea, loss of appetite, abdominal pain, and yellowing of eyes.",Chronic cholestasis
"I am showing signs of itching, skin rash, stomach pain, burning micturition, and spotting urination.",Drug Reaction
"I feel like I have vomiting, indigestion, loss of appetite, abdominal pain, passage of gases, and internal itching.",Peptic ulcer diseae
"I am suffering from muscle wasting, patches in throat, high fever, and extra marital contacts.",AIDS
"I have been experiencing fatigue, weight loss, restlessness, lethargy, irregular sugar level, blurred and distorted vision, obesity, excessive hunger, increased appetite, and polyuria.",Diabetes
"My symptoms include vomiting, sunken eyes, dehydration, and diarrhoea.",Gastroenteritis
"Recently I got fatigue, cough, high fever, breathlessness, family history, and mucoid sputum.",Bronchial Asthma
"I am showing signs of headache, chest pain, dizziness, loss of balance, and lack of concentration.",Hypertension
"I feel like I have acidity, indigestion, headache, blurred and distorted vision, excessive hunger, stiff neck, depression, irritability, and visual disturbances.",Migraine
"I am suffering from back pain, weakness in limbs, neck pain, dizziness, and loss of balance.",Cervical spondylosis
"I have been experiencing vomiting, headache, weakness of one body side, and altered sensorium.",Paralysis (brain hemorrhage)
"My symptoms include itching, vomiting, fatigue, weight loss, high fever, yellowish skin, dark urine, and abdominal pain.",Jaundice
"Recently I got chills, vomiting, high fever, sweating, headache, nausea, diarrhoea, and muscle pain.",Malaria
"I am showing signs of itching, skin rash, fatigue, lethargy, high fever, headache, loss of appetite, mild fever, swelled lymph nodes, malaise, and red spots over body.",Chicken pox
"I feel like I have skin rash, chills, joint pain, vomiting, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, malaise, muscle pain, and red spots over body.",Dengue
"I am suffering from chills, vomiting, fatigue, high fever, headache, nausea, constipation, abdominal pain, diarrhoea, toxic look (typhos), and belly pain.",Typhoid
"I have been experiencing joint pain, vomiting, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, and muscle pain.",hepatitis A
"My symptoms include itching, fatigue, lethargy, yellowish skin, dark urine, loss of appetite, abdominal pain, yellow urine, yellowing of eyes, malaise, receiving blood transfusion, and receiving unsterile injections.",Hepatitis B
"Recently I got fatigue, yellowish skin, nausea, loss of appetite, yellowing of eyes, and family history.",Hepatitis C
"I am showing signs of joint pain, vomiting, fatigue, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, and yellowing of eyes.",Hepatitis D
"I feel like I have joint pain, vomiting, fatigue, high fever, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, and stomach bleeding.",Hepatitis E
"I am suffering from vomiting, yellowish skin, abdominal pain, swelling of stomach, distention of abdomen, history of alcohol consumption, and fluid overload.1.",Alcoholic hepatitis
"I have been experiencing chills, vomiting, fatigue, weight loss, cough, high fever, breathlessness, sweating, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, and blood in sputum.",Tuberculosis
"My symptoms include continuous sneezing, chills, fatigue, cough, high fever, headache, swelled lymph nodes, malaise, phlegm, throat irritation, redness of eyes, sinus pressure, runny nose, congestion, chest pain, loss of smell, and muscle pain.",Common Cold
"Recently I got chills, fatigue, cough, high fever, breathlessness, sweating, malaise, phlegm, chest pain, fast heart rate, and rusty sputum.",Pneumonia
"I am showing signs of constipation, pain during bowel movements, pain in anal region, bloody stool, and irritation in anus.",Dimorphic hemmorhoids(piles)
"I feel like I have vomiting, breathlessness, sweating, and chest pain.",Heart attack
"I am suffering from fatigue, cramps, bruising, obesity, swollen legs, swollen blood vessels, and prominent veins on calf.",Varicose veins
"I have been experiencing fatigue, weight gain, cold hands and feets, mood swings, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, and abnormal menstruation.",Hypothyroidism
"My symptoms include fatigue, mood swings, weight loss, restlessness, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, and abnormal menstruation.",Hyperthyroidism
"Recently I got vomiting, fatigue, anxiety, sweating, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, and palpitations.",Hypoglycemia
"I am showing signs of joint pain, neck pain, knee pain, hip joint pain, swelling joints, and painful walking.",Osteoarthristis
"I feel like I have muscle weakness, stiff neck, swelling joints, movement stiffness, and painful walking.",Arthritis
"I am suffering from vomiting, headache, nausea, spinning movements, loss of balance, and unsteadiness.",(vertigo) Paroymsal  Positional Vertigo
"I have been experiencing skin rash, pus filled pimples, blackheads, and scurring.",Acne
"My symptoms include burning micturition, bladder discomfort, foul smell of urine, and continuous feel of urine.",Urinary tract infection
"Recently I got skin rash, joint pain, skin peeling, silver like dusting, small dents in nails, and inflammatory nails.",Psoriasis
"I am showing signs of skin rash, high fever, blister, red sore around nose, and yellow crust ooze.",Impetigo
"I feel like I have itching, skin rash, nodal skin eruptions, and dischromic patches.",Fungal infection
"I am suffering from continuous sneezing, shivering, chills, and watering from eyes.",Allergy
"I have been experiencing stomach pain, acidity, ulcers on tongue, vomiting, cough, and chest pain.",GERD
"My symptoms include itching, vomiting, yellowish skin, nausea, loss of appetite, abdominal pain, and yellowing of eyes.",Chronic cholestasis
"Recently I got itching, skin rash, stomach pain, burning micturition, and spotting urination.",Drug Reaction
"I am showing signs of vomiting, indigestion, loss of appetite, abdominal pain, passage of gases, and internal itching.",Peptic ulcer diseae
"I feel like I have muscle wasting, patches in throat, high fever, and extra marital contacts.",AIDS
"I am suffering from fatigue, weight loss, restlessness, lethargy, irregular sugar level, blurred and distorted vision, obesity, excessive hunger, increased appetite, and polyuria.",Diabetes
"I have been experiencing vomiting, sunken eyes, dehydration, and diarrhoea.",Gastroenteritis
"My symptoms include fatigue, cough, high fever, breathlessness, family history, and mucoid sputum.",Bronchial Asthma
"Recently I got headache, chest pain, dizziness, loss of balance, and lack of concentration.",Hypertension
"I am showing signs of acidity, indigestion, headache, blurred and distorted vision, excessive hunger, stiff neck, depression, irritability, and visual disturbances.",Migraine
"I feel like I have back pain, weakness in limbs, neck pain, dizziness, and loss of balance.",Cervical spondylosis
"I am suffering from vomiting, headache, weakness of one body side, and altered sensorium.",Paralysis (brain hemorrhage)
"I have been experiencing itching, vomiting, fatigue, weight loss, high fever, yellowish skin, dark urine, and abdominal pain.",Jaundice
"My symptoms include chills, vomiting, high fever, sweating, headache, nausea, diarrhoea, and muscle pain.",Malaria
"Recently I got itching, skin rash, fatigue, lethargy, high fever, headache, loss of appetite, mild fever, swelled lymph nodes, malaise, and red spots over body.",Chicken pox
"I am showing signs of skin rash, chills, joint pain, vomiting, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, malaise, muscle pain, and red spots over body.",Dengue
"I feel like I have chills, vomiting, fatigue, high fever, headache, nausea, constipation, abdominal pain, diarrhoea, toxic look (typhos), and belly pain.",Typhoid
"I am suffering from joint pain, vomiting, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, and muscle pain.",hepatitis A
"I have been experiencing itching, fatigue, lethargy, yellowish skin, dark urine, loss of appetite, abdominal pain, yellow urine, yellowing of eyes, malaise, receiving blood transfusion, and receiving unsterile injections.",Hepatitis B
"My symptoms include fatigue, yellowish skin, nausea, loss of appetite, yellowing of eyes, and family history.",Hepatitis C
"Recently I got joint pain, vomiting, fatigue, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, and yellowing of eyes.",Hepatitis D
"I am showing signs of joint pain, vomiting, fatigue, high fever, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, and stomach bleeding.",Hepatitis E
"I feel like I have vomiting, yellowish skin, abdominal pain, swelling of stomach, distention of abdomen, history of alcohol consumption, and fluid overload.1.",Alcoholic hepatitis
"I am suffering from chills, vomiting, fatigue, weight loss, cough, high fever, breathlessness, sweating, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, and blood in sputum.",Tuberculosis
"I have been experiencing continuous sneezing, chills, fatigue, cough, high fever, headache, swelled lymph nodes, malaise, phlegm, throat irritation, redness of eyes, sinus pressure, runny nose, congestion, chest pain, loss of smell, and muscle pain.",Common Cold
"My symptoms include chills, fatigue, cough, high fever, breathlessness, sweating, malaise, phlegm, chest pain, fast heart rate, and rusty sputum.",Pneumonia
"Recently I got constipation, pain during bowel movements, pain in anal region, bloody stool, and irritation in anus.",Dimorphic hemmorhoids(piles)
"I am showing signs of vomiting, breathlessness, sweating, and chest pain.",Heart attack
"I feel like I have fatigue, cramps, bruising, obesity, swollen legs, swollen blood vessels, and prominent veins on calf.",Varicose veins
"I am suffering from fatigue, weight gain, cold hands and feets, mood swings, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, and abnormal menstruation.",Hypothyroidism
"I have been experiencing fatigue, mood swings, weight loss, restlessness, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, and abnormal menstruation.",Hyperthyroidism
"My symptoms include vomiting, fatigue, anxiety, sweating, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, and palpitations.",Hypoglycemia
"Recently I got joint pain, neck pain, knee pain, hip joint pain, swelling joints, and painful walking.",Osteoarthristis
"I am showing signs of muscle weakness, stiff neck, swelling joints, movement stiffness, and painful walking.",Arthritis
"I feel like I have vomiting, headache, nausea, spinning movements, loss of balance, and unsteadiness.",(vertigo) Paroymsal  Positional Vertigo
"I am suffering from skin rash, pus filled pimples, blackheads, and scurring.",Acne
"I have been experiencing burning micturition, bladder discomfort, foul smell of urine, and continuous feel of urine.",Urinary tract infection
"My symptoms include skin rash, joint pain, skin peeling, silver like dusting, small dents in nails, and inflammatory nails.",Psoriasis
"Recently I got skin rash, high fever, blister, red sore around nose, and yellow crust ooze.",Impetigo
"I am showing signs of itching, skin rash, nodal skin eruptions, and dischromic patches.",Fungal infection
"I feel like I have continuous sneezing, shivering, chills, and watering from eyes.",Allergy
"I am suffering from stomach pain, acidity, ulcers on tongue, vomiting, cough, and chest pain.",GERD
"I have been experiencing itching, vomiting, yellowish skin, nausea, loss of appetite, abdominal pain, and yellowing of eyes.",Chronic cholestasis
"My symptoms include itching, skin rash, stomach pain, burning micturition, and spotting urination.",Drug Reaction
"Recently I got vomiting, indigestion, loss of appetite, abdominal pain, passage of gases, and internal itching.",Peptic ulcer diseae
"I am showing signs of muscle wasting, patches in throat, high fever, and extra marital contacts.",AIDS
"I feel like I have fatigue, weight loss, restlessness, lethargy, irregular sugar level, blurred and distorted vision, obesity, excessive hunger, increased appetite, and polyuria.",Diabetes
"I am suffering from vomiting, sunken eyes, dehydration, and diarrhoea.",Gastroenteritis
"I have been experiencing fatigue, cough, high fever, breathlessness, family history, and mucoid sputum.",Bronchial Asthma
"My symptoms include headache, chest pain, dizziness, loss of balance, and lack of concentration.",Hypertension
"Recently I got acidity, indigestion, headache, blurred and distorted vision, excessive hunger, stiff neck, depression, irritability, and visual disturbances.",Migraine
"I am showing signs of back pain, weakness in limbs, neck pain, dizziness, and loss of balance.",Cervical spondylosis
"I feel like I have vomiting, headache, weakness of one body side, and altered sensorium.",Paralysis (brain hemorrhage)
"I am suffering from itching, vomiting, fatigue, weight loss, high fever, yellowish skin, dark urine, and abdominal pain.",Jaundice
"I have been experiencing chills, vomiting, high fever, sweating, headache, nausea, diarrhoea, and muscle pain.",Malaria
"My symptoms include itching, skin rash, fatigue, lethargy, high fever, headache, loss of appetite, mild fever, swelled lymph nodes, malaise, and red spots over body.",Chicken pox
"Recently I got skin rash, chills, joint pain, vomiting, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, malaise, muscle pain, and red spots over body.",Dengue
"I am showing signs of chills, vomiting, fatigue, high fever, headache, nausea, constipation, abdominal pain, diarrhoea, toxic look (typhos), and belly pain.",Typhoid
"I feel like I have joint pain, vomiting, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, and muscle pain.",hepatitis A
"I am suffering from itching, fatigue, lethargy, yellowish skin, dark urine, loss of appetite, abdominal pain, yellow urine, yellowing of eyes, malaise, receiving blood transfusion, and receiving unsterile injections.",Hepatitis B
"I have been experiencing fatigue, yellowish skin, nausea, loss of appetite, yellowing of eyes, and family history.",Hepatitis C
"My symptoms include joint pain, vomiting, fatigue, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, and yellowing of eyes.",Hepatitis D
"Recently I got joint pain, vomiting, fatigue, high fever, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, and stomach bleeding.",Hepatitis E
"I am showing signs of vomiting, yellowish skin, abdominal pain, swelling of stomach, distention of abdomen, history of alcohol consumption, and fluid overload.1.",Alcoholic hepatitis
"I feel like I have chills, vomiting, fatigue, weight loss, cough, high fever, breathlessness, sweating, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, and blood in sputum.",Tuberculosis
"I am suffering from continuous sneezing, chills, fatigue, cough, high fever, headache, swelled lymph nodes, malaise, phlegm, throat irritation, redness of eyes, sinus pressure, runny nose, congestion, chest pain, loss of smell, and muscle pain.",Common Cold
"I have been experiencing chills, fatigue, cough, high fever, breathlessness, sweating, malaise, phlegm, chest pain, fast heart rate, and rusty sputum.",Pneumonia
"My symptoms include constipation, pain during bowel movements, pain in anal region, bloody stool, and irritation in anus.",Dimorphic hemmorhoids(piles)
"Recently I got vomiting, breathlessness, sweating, and chest pain.",Heart attack
"I am showing signs of fatigue, cramps, bruising, obesity, swollen legs, swollen blood vessels, and prominent veins on calf.",Varicose veins
"I feel like I have fatigue, weight gain, cold hands and feets, mood swings, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, and abnormal menstruation.",Hypothyroidism
"I am suffering from fatigue, mood swings, weight loss, restlessness, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, and abnormal menstruation.",Hyperthyroidism
"I have been experiencing vomiting, fatigue, anxiety, sweating, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, and palpitations.",Hypoglycemia
"My symptoms include joint pain, neck pain, knee pain, hip joint pain, swelling joints, and painful walking.",Osteoarthristis
"Recently I got muscle weakness, stiff neck, swelling joints, movement stiffness, and painful walking.",Arthritis
"I am showing signs of vomiting, headache, nausea, spinning movements, loss of balance, and unsteadiness.",(vertigo) Paroymsal  Positional Vertigo
"I feel like I have skin rash, pus filled pimples, blackheads, and scurring.",Acne
"I am suffering from burning micturition, bladder discomfort, foul smell of urine, and continuous feel of urine.",Urinary tract infection
"I have been experiencing skin rash, joint pain, skin peeling, silver like dusting, small dents in nails, and inflammatory nails.",Psoriasis
"My symptoms include skin rash, high fever, blister, red sore around nose, and yellow crust ooze.",Impetigo
"Recently I got itching, skin rash, nodal skin eruptions, and dischromic patches.",Fungal infection
"I am showing signs of continuous sneezing, shivering, chills, and watering from eyes.",Allergy
"I feel like I have stomach pain, acidity, ulcers on tongue, vomiting, cough, and chest pain.",GERD
"I am suffering from itching, vomiting, yellowish skin, nausea, loss of appetite, abdominal pain, and yellowing of eyes.",Chronic cholestasis
"I have been experiencing itching, skin rash, stomach pain, burning micturition, and spotting urination.",Drug Reaction
"My symptoms include vomiting, indigestion, loss of appetite, abdominal pain, passage of gases, and internal itching.",Peptic ulcer diseae
"Recently I got muscle wasting, patches in throat, high fever, and extra marital contacts.",AIDS
"I am showing signs of fatigue, weight loss, restlessness, lethargy, irregular sugar level, blurred and distorted vision, obesity, excessive hunger, increased appetite, and polyuria.",Diabetes
"I feel like I have vomiting, sunken eyes, dehydration, and diarrhoea.",Gastroenteritis
"I am suffering from fatigue, cough, high fever, breathlessness, family history, and mucoid sputum.",Bronchial Asthma
"I have been experiencing headache, chest pain, dizziness, loss of balance, and lack of concentration.",Hypertension
"My symptoms include acidity, indigestion, headache, blurred and distorted vision, excessive hunger, stiff neck, depression, irritability, and visual disturbances.",Migraine
"Recently I got back pain, weakness in limbs, neck pain, dizziness, and loss of balance.",Cervical spondylosis
"I am showing signs of vomiting, headache, weakness of one body side, and altered sensorium.",Paralysis (brain hemorrhage)
"I feel like I have itching, vomiting, fatigue, weight loss, high fever, yellowish skin, dark urine, and abdominal pain.",Jaundice
"I am suffering from chills, vomiting, high fever, sweating, headache, nausea, diarrhoea, and muscle pain.",Malaria
"I have been experiencing itching, skin rash, fatigue, lethargy, high fever, headache, loss of appetite, mild fever, swelled lymph nodes, malaise, and red spots over body.",Chicken pox
"My symptoms include skin rash, chills, joint pain, vomiting, fatigue, high fever, headache, nausea, loss of appetite, pain behind the eyes, back pain, malaise, muscle pain, and red spots over body.",Dengue
"Recently I got chills, vomiting, fatigue, high fever, headache, nausea, constipation, abdominal pain, diarrhoea, toxic look (typhos), and belly pain.",Typhoid
"I am showing signs of joint pain, vomiting, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, diarrhoea, mild fever, yellowing of eyes, and muscle pain.",hepatitis A
"I feel like I have itching, fatigue, lethargy, yellowish skin, dark urine, loss of appetite, abdominal pain, yellow urine, yellowing of eyes, malaise, receiving blood transfusion, and receiving unsterile injections.",Hepatitis B
"I am suffering from fatigue, yellowish skin, nausea, loss of appetite, yellowing of eyes, and family history.",Hepatitis C
"I have been experiencing joint pain, vomiting, fatigue, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, and yellowing of eyes.",Hepatitis D
"My symptoms include joint pain, vomiting, fatigue, high fever, yellowish skin, dark urine, nausea, loss of appetite, abdominal pain, yellowing of eyes, acute liver failure, coma, and stomach bleeding.",Hepatitis E
"Recently I got vomiting, yellowish skin, abdominal pain, swelling of stomach, distention of abdomen, history of alcohol consumption, and fluid overload.1.",Alcoholic hepatitis
"I am showing signs of chills, vomiting, fatigue, weight loss, cough, high fever, breathlessness, sweating, loss of appetite, mild fever, yellowing of eyes, swelled lymph nodes, malaise, phlegm, chest pain, and blood in sputum.",Tuberculosis
"I feel like I have continuous sneezing, chills, fatigue, cough, high fever, headache, swelled lymph nodes, malaise, phlegm, throat irritation, redness of eyes, sinus pressure, runny nose, congestion, chest pain, loss of smell, and muscle pain.",Common Cold
"I am suffering from chills, fatigue, cough, high fever, breathlessness, sweating, malaise, phlegm, chest pain, fast heart rate, and rusty sputum.",Pneumonia
"I have been experiencing constipation, pain during bowel movements, pain in anal region, bloody stool, and irritation in anus.",Dimorphic hemmorhoids(piles)
"My symptoms include vomiting, breathlessness, sweating, and chest pain.",Heart attack
"Recently I got fatigue, cramps, bruising, obesity, swollen legs, swollen blood vessels, and prominent veins on calf.",Varicose veins
"I am showing signs of fatigue, weight gain, cold hands and feets, mood swings, lethargy, dizziness, puffy face and eyes, enlarged thyroid, brittle nails, swollen extremeties, depression, irritability, and abnormal menstruation.",Hypothyroidism
"I feel like I have fatigue, mood swings, weight loss, restlessness, sweating, diarrhoea, fast heart rate, excessive hunger, muscle weakness, irritability, and abnormal menstruation.",Hyperthyroidism
"I am suffering from vomiting, fatigue, anxiety, sweating, headache, nausea, blurred and distorted vision, excessive hunger, drying and tingling lips, slurred speech, irritability, and palpitations.",Hypoglycemia
"I have been experiencing joint pain, neck pain, knee pain, hip joint pain, swelling joints, and painful walking.",Osteoarthristis
"My symptoms include muscle weakness, stiff neck, swelling joints, movement stiffness, and painful walking.",Arthritis
"Recently I got vomiting, headache, nausea, spinning movements, loss of balance, and unsteadiness.",(vertigo) Paroymsal  Positional Vertigo
"I am showing signs of skin rash, pus filled pimples, blackheads, and scurring.",Acne
"I feel like I have burning micturition, bladder discomfort, foul smell of urine, and continuous feel of urine.",Urinary tract infection
"I am suffering from skin rash, joint pain, skin peeling, silver like dusting, small dents in nails, and inflammatory nails.",Psoriasis
"I have been experiencing skin rash, high fever, blister, red sore around nose, and yellow crust ooze.",Impetigo
"My symptoms include itching, skin rash, nodal skin eruptions, and dischromic patches.",Fungal infection
"Recently I got continuous sneezing, shivering, chills, and watering from eyes.",Allergy
"I am showing signs of stomach pain, acidity, ulcers on tongue, vomiting, cough, and chest pain.",GERD
"I feel like I have itching, vomiting, yellowish skin, nausea, loss of appetite, abdominal pain, and yellowing of eyes.",Chronic cholestasis
"I am suffering from itching, skin rash, stomach pain, burning micturition, and spotting urination.",Drug Reaction
"I have been experiencing vomiting, indigestion, loss of appetite, abdominal pain, passage of gases, and internal itching.",Peptic ulcer diseae
